iter	Logloss
0	0.2592602283
1	0.1072314415
2	0.05418779168
3	0.03256087501
4	0.02334904856
5	0.01903644993
6	0.01664243755
7	0.01536136498
8	0.0147862761
9	0.01437993671
10	0.01407950743
11	0.01389362091
12	0.01375979797
13	0.01365139144
14	0.01361223635
15	0.01356844395
16	0.01352130979
17	0.01351311606
18	0.01348624752
19	0.01345669091
20	0.01342993034
21	0.01340956995
22	0.01339140672
23	0.01338228981
24	0.01337196791
25	0.01335110323
26	0.01334455879
27	0.0133234966
28	0.01331657048
29	0.01330761353
30	0.01330046194
31	0.01329067388
32	0.01328391629
33	0.01327891654
34	0.01327317314
35	0.01326898623
36	0.01326697874
37	0.01325964186
38	0.01324795416
39	0.01324505308
40	0.01323671303
41	0.01323332815
42	0.01321918354
43	0.01321279164
44	0.01320347142
45	0.01320045337
46	0.01319125161
47	0.01318262513
48	0.01318000558
49	0.01317376368
50	0.01316725747
51	0.01316455389
52	0.01315756361
53	0.01315554246
54	0.01314701114
55	0.01314125528
56	0.01313774705
57	0.01313309453
58	0.01312844277
59	0.01312330921
60	0.01311878559
61	0.01311436933
62	0.0131109529
63	0.01310548582
64	0.01309923469
65	0.0130968545
66	0.01308882469
67	0.01308540021
68	0.01308083479
69	0.01307513069
70	0.01307275843
71	0.013070064
72	0.01306671314
73	0.01305825732
74	0.01305272124
75	0.0130446943
76	0.01304313823
77	0.01304152277
78	0.01303820201
79	0.01303393239
80	0.01302753239
81	0.01302178827
82	0.0130179475
83	0.01301397418
84	0.01301268217
85	0.01300881766
86	0.01300655505
87	0.01300354458
88	0.01300142938
89	0.01299953585
90	0.01299419611
91	0.01299287875
92	0.01298859932
93	0.01298666376
94	0.01297793872
95	0.01297598016
96	0.01297340512
97	0.01296838303
98	0.01296307978
99	0.01295760985
100	0.01295509896
101	0.0129465207
102	0.01294299304
103	0.01294067987
104	0.01293402794
105	0.01292491272
106	0.01292114757
107	0.01291898988
108	0.01291452754
109	0.01291218585
110	0.01291011238
111	0.01290767522
112	0.01290429586
113	0.01290147135
114	0.01289396055
115	0.01288914694
116	0.01288079308
117	0.01287940368
118	0.01287784522
119	0.01287449636
120	0.01287043839
121	0.01286756361
122	0.01286565705
123	0.0128632301
124	0.0128588644
125	0.01285748323
126	0.01284838424
127	0.01284398023
128	0.01283379325
129	0.01283302988
130	0.01283108279
131	0.01282524993
132	0.01282324533
133	0.01281982556
134	0.01281894958
135	0.01281490929
136	0.01281319172
137	0.01280546303
138	0.01280334688
139	0.01280068484
140	0.01279557055
141	0.01279267021
142	0.01278910482
143	0.01278840748
144	0.012783157
145	0.01278202693
146	0.01277966235
147	0.0127780286
148	0.01277420321
149	0.01277129754
150	0.01277021196
151	0.01276750005
152	0.01276570337
153	0.01276059071
154	0.01275939905
155	0.01275258391
156	0.01274893007
157	0.01274684317
158	0.01273977556
159	0.01273317026
160	0.01272824753
161	0.01272269413
162	0.012718985
163	0.01271782248
164	0.01271398834
165	0.01271251132
166	0.01271128032
167	0.0127037358
168	0.01269882313
169	0.01269649487
170	0.01269592819
171	0.01269380102
172	0.01268931861
173	0.01268515184
174	0.01268233874
175	0.01268170024
176	0.01267485746
177	0.01267255296
178	0.01267178494
179	0.01266670948
180	0.01266231706
181	0.01265771999
182	0.01264925747
183	0.01264698739
184	0.0126462122
185	0.0126445427
186	0.01264108296
187	0.01263710709
188	0.01263595715
189	0.01263542804
190	0.01262917895
191	0.01262655223
192	0.01262450396
193	0.01262354396
194	0.01261904133
195	0.0126161591
196	0.01261184178
197	0.01260889161
198	0.01260760714
199	0.01260606366
200	0.01260446758
201	0.01260132966
202	0.01259988171
203	0.01259679799
204	0.01258998202
205	0.01258927263
206	0.012584431
207	0.01258088848
208	0.01257962176
209	0.01257560627
210	0.01257386454
211	0.01257302783
212	0.01256810872
213	0.01256324229
214	0.01256039657
215	0.01255931433
216	0.01255588024
217	0.0125534769
218	0.01255162267
219	0.01255034515
220	0.01254776497
221	0.01254587628
222	0.01254464498
223	0.01254050887
224	0.01253867092
225	0.01253543327
226	0.01253352503
227	0.0125317851
228	0.01252845765
229	0.01252746767
230	0.01252298583
231	0.01252083276
232	0.01251773751
233	0.01250960632
234	0.0125089988
235	0.01250882919
236	0.01250728273
237	0.01250434145
238	0.01250227837
239	0.01250144537
240	0.01249562354
241	0.01249395628
242	0.01249078459
243	0.01248905087
244	0.01248680336
245	0.01248323019
246	0.01247981825
247	0.0124789157
248	0.0124767859
249	0.01247451918
250	0.01247350589
251	0.01247107112
252	0.01246629413
253	0.01246376442
254	0.01245904725
255	0.01245843248
256	0.01245586436
257	0.01245228615
258	0.01244922956
259	0.01244763687
260	0.01244582745
261	0.01244399486
262	0.01244056955
263	0.01243127351
264	0.01242671426
265	0.01242627242
266	0.0124240028
267	0.01241727754
268	0.01241506716
269	0.01241129473
270	0.01241059344
271	0.01240527581
272	0.01240333151
273	0.01239866948
274	0.01239636031
275	0.01239246047
276	0.01238696364
277	0.01238593495
278	0.01238358175
279	0.01237960794
280	0.01237691997
281	0.01237644622
282	0.01237432972
283	0.01237047794
284	0.01236599475
285	0.01236452271
286	0.01236078146
287	0.01235705067
288	0.01235603138
289	0.01235325764
290	0.01234773064
291	0.01234628805
292	0.01234561424
293	0.01234358434
294	0.01234096611
295	0.01233979172
296	0.01233740317
297	0.01233707639
298	0.01233464818
299	0.01233197719
300	0.01232976179
301	0.01232268222
302	0.01232240045
303	0.01232052221
304	0.01231584205
305	0.01231489633
306	0.01231233468
307	0.01230869455
308	0.01230500073
309	0.01230314842
310	0.01229672217
311	0.01229532692
312	0.01229501604
313	0.01229404103
314	0.01229172856
315	0.01229034914
316	0.01228951258
317	0.01228244654
318	0.01228128479
319	0.01228043863
320	0.01227888396
321	0.01227572084
322	0.01227435443
323	0.01227060127
324	0.01226889388
325	0.01226472056
326	0.01226278217
327	0.01226209174
328	0.01225708694
329	0.01225573269
330	0.01225379155
331	0.0122514623
332	0.01224834549
333	0.01224402169
334	0.01224261712
335	0.01224164822
336	0.01223638213
337	0.01223533076
338	0.01223004438
339	0.0122289457
340	0.01222523819
341	0.01222135551
342	0.0122184247
343	0.01221261226
344	0.01221085817
345	0.01220542412
346	0.01220373557
347	0.01219865156
348	0.01219684016
349	0.01219422039
350	0.01219254469
351	0.01219104783
352	0.0121904345
353	0.01218870234
354	0.0121869878
355	0.01218186783
356	0.01217809486
357	0.01217481543
358	0.01217390564
359	0.01217325558
360	0.01217293309
361	0.01217149041
362	0.01216992497
363	0.01216414014
364	0.01216107854
365	0.01215656
366	0.01215293076
367	0.01214789691
368	0.01214266953
369	0.01213700196
370	0.01213154414
371	0.01212909698
372	0.01212763717
373	0.01212408975
374	0.01211971686
375	0.01211864893
376	0.0121179296
377	0.01211679216
378	0.01211265425
379	0.01211052796
380	0.01210659182
381	0.01210505966
382	0.01210038832
383	0.01209881049
384	0.01209853995
385	0.01209636739
386	0.01209401977
387	0.01209258297
388	0.0120912043
389	0.01208844578
390	0.01208005183
391	0.01207670014
392	0.0120754811
393	0.01207259668
394	0.01206679435
395	0.01206437044
396	0.01206234934
397	0.01205875183
398	0.01205454319
399	0.01205383033
400	0.01205193916
401	0.01204977768
402	0.01204503219
403	0.01204317356
404	0.01203687316
405	0.01203357196
406	0.01203179269
407	0.01202826246
408	0.01202725822
409	0.01202599635
410	0.01202450665
411	0.01202230875
412	0.01202011635
413	0.01201436358
414	0.01201160165
415	0.01201045841
416	0.01200648387
417	0.01200452956
418	0.0120002909
419	0.01199900826
420	0.0119982434
421	0.01199033265
422	0.0119887664
423	0.01198500587
424	0.01198322187
425	0.01197970147
426	0.0119775817
427	0.01197370383
428	0.01197190303
429	0.01197113995
430	0.01196886633
431	0.01196693446
432	0.01196605453
433	0.01196502374
434	0.01196122048
435	0.01195820726
436	0.01195512913
437	0.01195353986
438	0.01194910037
439	0.01194730562
440	0.0119454476
441	0.01194074902
442	0.01193896743
443	0.01193376529
444	0.01193294487
445	0.01193035822
446	0.01192551361
447	0.01192355805
448	0.01192225103
449	0.01191877851
450	0.0119165799
451	0.01191385007
452	0.01191227265
453	0.01191020976
454	0.01190933004
455	0.01190800621
456	0.01190556609
457	0.01190289118
458	0.01190177926
459	0.0119008902
460	0.01189718588
461	0.01189587635
462	0.01189350663
463	0.01189208005
464	0.01189145201
465	0.01188980481
466	0.01188829248
467	0.01188688574
